source,source_id,layover,layover_id,dest,dest_id
LEX,4017,ORD,3830,BRL,5726
LEX,4017,ORD,3830,DEC,4042
LEX,4017,ATL,3682,LWB,6958
LEX,4017,ATL,3682,MCN,3754
LEX,4017,ATL,3682,MEI,4335
LEX,4017,ATL,3682,MSL,5756
LEX,4017,ATL,3682,PIB,5759
LEX,4017,ATL,3682,TUP,5773
LEX,4017,FLL,3533,BIM,1937
LEX,4017,FLL,3533,ELH,1943
LEX,4017,FLL,3533,EYW,3875
LEX,4017,FLL,3533,FPO,1948
LEX,4017,FLL,3533,GGT,1941
LEX,4017,FLL,3533,GHB,1944
LEX,4017,FLL,3533,MCO,3878
LEX,4017,FLL,3533,MHH,1930
LEX,4017,FLL,3533,TCB,1934
LEX,4017,FLL,3533,TPA,3646
LEX,4017,DFW,3670,EZE,3988
LEX,4017,CLT,3876,CUR,2897
LEX,4017,ATL,3682,AZO,4039
LEX,4017,ATL,3682,CHA,3578
LEX,4017,ATL,3682,CID,4043
LEX,4017,ATL,3682,CRW,4285
LEX,4017,ATL,3682,CVG,3488
LEX,4017,ATL,3682,EVV,4018
LEX,4017,ATL,3682,FWA,4041
LEX,4017,ATL,3682,GSO,4008
LEX,4017,ATL,3682,GSP,4034
LEX,4017,ATL,3682,LAN,3544
LEX,4017,ATL,3682,LEX,4017
LEX,4017,ATL,3682,MBS,4128
LEX,4017,ATL,3682,MSP,3858
LEX,4017,ATL,3682,ROA,4016
LEX,4017,ATL,3682,SYR,3745
LEX,4017,ATL,3682,TYS,3676
LEX,4017,ATL,3682,XNA,4356
LEX,4017,DTW,3645,MSY,3861
LEX,4017,LGA,3697,MSY,3861
LEX,4017,MSP,3858,ATL,3682
LEX,4017,MSP,3858,MSY,3861
LEX,4017,ATL,3682,CLT,3876
LEX,4017,ATL,3682,DFW,3670
LEX,4017,ATL,3682,LHR,507
LEX,4017,ATL,3682,MIA,3576
LEX,4017,ATL,3682,ORD,3830
LEX,4017,ATL,3682,PHL,3752
LEX,4017,ATL,3682,PHX,3462
LEX,4017,CLT,3876,ABE,4355
LEX,4017,CLT,3876,AGS,3658
LEX,4017,CLT,3876,ALB,3864
LEX,4017,CLT,3876,ANU,2874
LEX,4017,CLT,3876,ATL,3682
LEX,4017,CLT,3876,AUA,2895
LEX,4017,CLT,3876,AUS,3673
LEX,4017,CLT,3876,AVL,4007
LEX,4017,CLT,3876,AVP,4286
LEX,4017,CLT,3876,BDL,3825
LEX,4017,CLT,3876,BHM,3811
LEX,4017,CLT,3876,BNA,3690
LEX,4017,CLT,3876,BOS,3448
LEX,4017,CLT,3876,BTR,3846
LEX,4017,CLT,3876,BUF,3820
LEX,4017,CLT,3876,BWI,3849
LEX,4017,CLT,3876,BZE,1957
LEX,4017,CLT,3876,CAE,3561
LEX,4017,CLT,3876,CAK,4112
LEX,4017,CLT,3876,CDG,1382
LEX,4017,CLT,3876,CHA,3578
LEX,4017,CLT,3876,CHO,4015
LEX,4017,CLT,3876,CHS,3806
LEX,4017,CLT,3876,CLE,3486
LEX,4017,CLT,3876,CMH,3759
LEX,4017,CLT,3876,CRW,4285
LEX,4017,CLT,3876,CUN,1852
LEX,4017,CLT,3876,CVG,3488
LEX,4017,CLT,3876,CZM,1800
LEX,4017,CLT,3876,DAB,3950
LEX,4017,CLT,3876,DAY,3627
LEX,4017,CLT,3876,DCA,3520
LEX,4017,CLT,3876,DEN,3751
LEX,4017,CLT,3876,DFW,3670
LEX,4017,CLT,3876,DSM,3729
LEX,4017,CLT,3876,DTW,3645
LEX,4017,CLT,3876,DUB,599
LEX,4017,CLT,3876,EWN,3730
LEX,4017,CLT,3876,EWR,3494
LEX,4017,CLT,3876,FAY,5738
LEX,4017,CLT,3876,FCO,1555
LEX,4017,CLT,3876,FLL,3533
LEX,4017,CLT,3876,FLO,3879
LEX,4017,CLT,3876,FPO,1948
LEX,4017,CLT,3876,FRA,340
LEX,4017,CLT,3876,GCM,1926
LEX,4017,CLT,3876,GNV,3472
LEX,4017,CLT,3876,GPT,4038
LEX,4017,CLT,3876,GRU,2564
LEX,4017,CLT,3876,GSO,4008
LEX,4017,CLT,3876,GSP,4034
LEX,4017,CLT,3876,HHH,8314
LEX,4017,CLT,3876,HPN,3589
LEX,4017,CLT,3876,HSV,4113
LEX,4017,CLT,3876,HTS,5742
LEX,4017,CLT,3876,IAD,3714
LEX,4017,CLT,3876,IAH,3550
LEX,4017,CLT,3876,ILM,3845
LEX,4017,CLT,3876,IND,3585
LEX,4017,CLT,3876,JAN,3580
LEX,4017,CLT,3876,JAX,3712
LEX,4017,CLT,3876,JFK,3797
LEX,4017,CLT,3876,LAS,3877
LEX,4017,CLT,3876,LAX,3484
LEX,4017,CLT,3876,LEX,4017
LEX,4017,CLT,3876,LGA,3697
LEX,4017,CLT,3876,LHR,507
LEX,4017,CLT,3876,LIR,1881
LEX,4017,CLT,3876,LIT,3660
LEX,4017,CLT,3876,LYH,5753
LEX,4017,CLT,3876,MBJ,1780
LEX,4017,CLT,3876,MCI,3458
LEX,4017,CLT,3876,MCO,3878
LEX,4017,CLT,3876,MDT,3542
LEX,4017,CLT,3876,MEM,3473
LEX,4017,CLT,3876,MEX,1824
LEX,4017,CLT,3876,MGM,4115
LEX,4017,CLT,3876,MHT,4011
LEX,4017,CLT,3876,MIA,3576
LEX,4017,CLT,3876,MKE,3717
LEX,4017,CLT,3876,MLB,3671
LEX,4017,CLT,3876,MOB,3782
LEX,4017,CLT,3876,MSP,3858
LEX,4017,CLT,3876,MSY,3861
LEX,4017,CLT,3876,MYR,3515
LEX,4017,CLT,3876,NAS,1953
LEX,4017,CLT,3876,OAJ,4386
LEX,4017,CLT,3876,OMA,3454
LEX,4017,CLT,3876,ORD,3830
LEX,4017,CLT,3876,ORF,3611
LEX,4017,CLT,3876,PBI,3722
LEX,4017,CLT,3876,PDX,3720
LEX,4017,CLT,3876,PGV,6959
LEX,4017,CLT,3876,PHF,3633
LEX,4017,CLT,3876,PHL,3752
LEX,4017,CLT,3876,PHX,3462
LEX,4017,CLT,3876,PIT,3570
LEX,4017,CLT,3876,PLS,1754
LEX,4017,CLT,3876,PNS,3564
LEX,4017,CLT,3876,PUJ,1760
LEX,4017,CLT,3876,PVD,3641
LEX,4017,CLT,3876,PWM,3862
LEX,4017,CLT,3876,RDU,3626
LEX,4017,CLT,3876,RIC,3608
LEX,4017,CLT,3876,ROA,4016
LEX,4017,CLT,3876,ROC,3622
LEX,4017,CLT,3876,RSW,3793
LEX,4017,CLT,3876,SAN,3731
LEX,4017,CLT,3876,SAT,3621
LEX,4017,CLT,3876,SAV,3613
LEX,4017,CLT,3876,SBY,3642
LEX,4017,CLT,3876,SDF,4014
LEX,4017,CLT,3876,SEA,3577
LEX,4017,CLT,3876,SFO,3469
LEX,4017,CLT,3876,SJD,1840
LEX,4017,CLT,3876,SJO,1885
LEX,4017,CLT,3876,SJU,2890
LEX,4017,CLT,3876,SLC,3536
LEX,4017,CLT,3876,SMF,3817
LEX,4017,CLT,3876,SRQ,4067
LEX,4017,CLT,3876,STL,3678
LEX,4017,CLT,3876,STT,2883
LEX,4017,CLT,3876,SXM,2899
LEX,4017,CLT,3876,SYR,3745
LEX,4017,CLT,3876,TLH,3698
LEX,4017,CLT,3876,TPA,3646
LEX,4017,CLT,3876,TRI,4116
LEX,4017,CLT,3876,TYS,3676
LEX,4017,CLT,3876,UVF,2894
LEX,4017,CLT,3876,VPS,3873
LEX,4017,CLT,3876,XNA,4356
LEX,4017,CLT,3876,YOW,100
LEX,4017,CLT,3876,YUL,146
LEX,4017,CLT,3876,YYZ,193
LEX,4017,DCA,3520,AGS,3658
LEX,4017,DCA,3520,ALB,3864
LEX,4017,DCA,3520,BDL,3825
LEX,4017,DCA,3520,BGR,3463
LEX,4017,DCA,3520,BHM,3811
LEX,4017,DCA,3520,BNA,3690
LEX,4017,DCA,3520,BOS,3448
LEX,4017,DCA,3520,BTV,3711
LEX,4017,DCA,3520,BUF,3820
LEX,4017,DCA,3520,CAE,3561
LEX,4017,DCA,3520,CAK,4112
LEX,4017,DCA,3520,CHA,3578
LEX,4017,DCA,3520,CHS,3806
LEX,4017,DCA,3520,CLT,3876
LEX,4017,DCA,3520,CMH,3759
LEX,4017,DCA,3520,CRW,4285
LEX,4017,DCA,3520,CVG,3488
LEX,4017,DCA,3520,DAY,3627
LEX,4017,DCA,3520,DFW,3670
LEX,4017,DCA,3520,DSM,3729
LEX,4017,DCA,3520,DTW,3645
LEX,4017,DCA,3520,FAY,5738
LEX,4017,DCA,3520,FLL,3533
LEX,4017,DCA,3520,GSO,4008
LEX,4017,DCA,3520,GSP,4034
LEX,4017,DCA,3520,HHH,8314
LEX,4017,DCA,3520,HPN,3589
LEX,4017,DCA,3520,HSV,4113
LEX,4017,DCA,3520,ILM,3845
LEX,4017,DCA,3520,IND,3585
LEX,4017,DCA,3520,ISP,3857
LEX,4017,DCA,3520,JAN,3580
LEX,4017,DCA,3520,JAX,3712
LEX,4017,DCA,3520,JFK,3797
LEX,4017,DCA,3520,LAS,3877
LEX,4017,DCA,3520,LAX,3484
LEX,4017,DCA,3520,LGA,3697
LEX,4017,DCA,3520,LIT,3660
LEX,4017,DCA,3520,MCI,3458
LEX,4017,DCA,3520,MCO,3878
LEX,4017,DCA,3520,MEM,3473
LEX,4017,DCA,3520,MHT,4011
LEX,4017,DCA,3520,MIA,3576
LEX,4017,DCA,3520,MSP,3858
LEX,4017,DCA,3520,MSY,3861
LEX,4017,DCA,3520,MYR,3515
LEX,4017,DCA,3520,NAS,1953
LEX,4017,DCA,3520,OAJ,4386
LEX,4017,DCA,3520,OMA,3454
LEX,4017,DCA,3520,ORD,3830
LEX,4017,DCA,3520,ORF,3611
LEX,4017,DCA,3520,PBI,3722
LEX,4017,DCA,3520,PDX,3720
LEX,4017,DCA,3520,PHL,3752
LEX,4017,DCA,3520,PHX,3462
LEX,4017,DCA,3520,PIT,3570
LEX,4017,DCA,3520,PNS,3564
LEX,4017,DCA,3520,PVD,3641
LEX,4017,DCA,3520,PWM,3862
LEX,4017,DCA,3520,RDU,3626
LEX,4017,DCA,3520,ROC,3622
LEX,4017,DCA,3520,RSW,3793
LEX,4017,DCA,3520,SAN,3731
LEX,4017,DCA,3520,SAV,3613
LEX,4017,DCA,3520,SDF,4014
LEX,4017,DCA,3520,SRQ,4067
LEX,4017,DCA,3520,STL,3678
LEX,4017,DCA,3520,SYR,3745
LEX,4017,DCA,3520,TLH,3698
LEX,4017,DCA,3520,TPA,3646
LEX,4017,DCA,3520,TYS,3676
LEX,4017,DCA,3520,VPS,3873
LEX,4017,DCA,3520,YHZ,73
LEX,4017,DCA,3520,YUL,146
LEX,4017,DCA,3520,YYZ,193
LEX,4017,DFW,3670,ABI,3718
LEX,4017,DFW,3670,ABQ,4019
LEX,4017,DFW,3670,ACT,3700
LEX,4017,DFW,3670,AEX,3852
LEX,4017,DFW,3670,AGU,1785
LEX,4017,DFW,3670,AMA,3840
LEX,4017,DFW,3670,ATL,3682
LEX,4017,DFW,3670,AUS,3673
LEX,4017,DFW,3670,BDL,3825
LEX,4017,DFW,3670,BHM,3811
LEX,4017,DFW,3670,BJX,1815
LEX,4017,DFW,3670,BMI,4037
LEX,4017,DFW,3670,BNA,3690
LEX,4017,DFW,3670,BNE,3320
LEX,4017,DFW,3670,BOG,2709
LEX,4017,DFW,3670,BOS,3448
LEX,4017,DFW,3670,BPT,3612
LEX,4017,DFW,3670,BRO,3738
LEX,4017,DFW,3670,BTR,3846
LEX,4017,DFW,3670,BWI,3849
LEX,4017,DFW,3670,BZE,1957
LEX,4017,DFW,3670,CAE,3561
LEX,4017,DFW,3670,CCS,2851
LEX,4017,DFW,3670,CDG,1382
LEX,4017,DFW,3670,CHA,3578
LEX,4017,DFW,3670,CHS,3806
LEX,4017,DFW,3670,CID,4043
LEX,4017,DFW,3670,CLE,3486
LEX,4017,DFW,3670,CLL,3715
LEX,4017,DFW,3670,CLT,3876
LEX,4017,DFW,3670,CMH,3759
LEX,4017,DFW,3670,CMI,4049
LEX,4017,DFW,3670,COS,3819
LEX,4017,DFW,3670,COU,3719
LEX,4017,DFW,3670,CRP,3744
LEX,4017,DFW,3670,CRW,4285
LEX,4017,DFW,3670,CUN,1852
LEX,4017,DFW,3670,CUU,1797
LEX,4017,DFW,3670,CVG,3488
LEX,4017,DFW,3670,CZM,1800
LEX,4017,DFW,3670,DAY,3627
LEX,4017,DFW,3670,DCA,3520
LEX,4017,DFW,3670,DEN,3751
LEX,4017,DFW,3670,DRO,3713
LEX,4017,DFW,3670,DSM,3729
LEX,4017,DFW,3670,DTW,3645
LEX,4017,DFW,3670,ELP,3559
LEX,4017,DFW,3670,EVV,4018
LEX,4017,DFW,3670,EWR,3494
LEX,4017,DFW,3670,EZE,3988
LEX,4017,DFW,3670,FAR,4292
LEX,4017,DFW,3670,FAT,3687
LEX,4017,DFW,3670,FLL,3533
LEX,4017,DFW,3670,FRA,340
LEX,4017,DFW,3670,FSD,4009
LEX,4017,DFW,3670,FSM,3437
LEX,4017,DFW,3670,FWA,4041
LEX,4017,DFW,3670,GCK,3497
LEX,4017,DFW,3670,GDL,1804
LEX,4017,DFW,3670,GGG,3465
LEX,4017,DFW,3670,GIG,2560
LEX,4017,DFW,3670,GJT,4063
LEX,4017,DFW,3670,GPT,4038
LEX,4017,DFW,3670,GRI,5740
LEX,4017,DFW,3670,GRK,3775
LEX,4017,DFW,3670,GRR,3685
LEX,4017,DFW,3670,GRU,2564
LEX,4017,DFW,3670,GSO,4008
LEX,4017,DFW,3670,GSP,4034
LEX,4017,DFW,3670,GUA,1767
LEX,4017,DFW,3670,HNL,3728
LEX,4017,DFW,3670,HOU,3566
LEX,4017,DFW,3670,HSV,4113
LEX,4017,DFW,3670,IAD,3714
LEX,4017,DFW,3670,IAH,3550
LEX,4017,DFW,3670,ICN,3930
LEX,4017,DFW,3670,ICT,3457
LEX,4017,DFW,3670,IND,3585
LEX,4017,DFW,3670,JAN,3580
LEX,4017,DFW,3670,JAX,3712
LEX,4017,DFW,3670,JFK,3797
LEX,4017,DFW,3670,JLN,4354
LEX,4017,DFW,3670,LAS,3877
LEX,4017,DFW,3670,LAW,4256
LEX,4017,DFW,3670,LAX,3484
LEX,4017,DFW,3670,LBB,3829
LEX,4017,DFW,3670,LCH,3513
LEX,4017,DFW,3670,LEX,4017
LEX,4017,DFW,3670,LFT,3493
LEX,4017,DFW,3670,LGA,3697
LEX,4017,DFW,3670,LHR,507
LEX,4017,DFW,3670,LIM,2789
LEX,4017,DFW,3670,LIR,1881
LEX,4017,DFW,3670,LIT,3660
LEX,4017,DFW,3670,LRD,3691
LEX,4017,DFW,3670,MAD,1229
LEX,4017,DFW,3670,MAF,3652
LEX,4017,DFW,3670,MBJ,1780
LEX,4017,DFW,3670,MCI,3458
LEX,4017,DFW,3670,MCO,3878
LEX,4017,DFW,3670,MEM,3473
LEX,4017,DFW,3670,MEX,1824
LEX,4017,DFW,3670,MFE,3826
LEX,4017,DFW,3670,MGM,4115
LEX,4017,DFW,3670,MHK,4050
LEX,4017,DFW,3670,MIA,3576
LEX,4017,DFW,3670,MKE,3717
LEX,4017,DFW,3670,MLI,4072
LEX,4017,DFW,3670,MLM,1821
LEX,4017,DFW,3670,MLU,3732
LEX,4017,DFW,3670,MOB,3782
LEX,4017,DFW,3670,MSN,3459
LEX,4017,DFW,3670,MSP,3858
LEX,4017,DFW,3670,MSY,3861
LEX,4017,DFW,3670,MTY,1825
LEX,4017,DFW,3670,MZT,1826
LEX,4017,DFW,3670,NAS,1953
LEX,4017,DFW,3670,NRT,2279
LEX,4017,DFW,3670,OGG,3456
LEX,4017,DFW,3670,OKC,3863
LEX,4017,DFW,3670,OMA,3454
LEX,4017,DFW,3670,ONT,3734
LEX,4017,DFW,3670,ORD,3830
LEX,4017,DFW,3670,ORF,3611
LEX,4017,DFW,3670,PBC,1831
LEX,4017,DFW,3670,PBI,3722
LEX,4017,DFW,3670,PDX,3720
LEX,4017,DFW,3670,PHL,3752
LEX,4017,DFW,3670,PHX,3462
LEX,4017,DFW,3670,PIA,4046
LEX,4017,DFW,3670,PIT,3570
LEX,4017,DFW,3670,PLS,1754
LEX,4017,DFW,3670,PNS,3564
LEX,4017,DFW,3670,PSP,3839
LEX,4017,DFW,3670,PTY,1871
LEX,4017,DFW,3670,PVR,1836
LEX,4017,DFW,3670,QRO,1838
LEX,4017,DFW,3670,RAP,4087
LEX,4017,DFW,3670,RDU,3626
LEX,4017,DFW,3670,RIC,3608
LEX,4017,DFW,3670,RNO,3807
LEX,4017,DFW,3670,ROW,3736
LEX,4017,DFW,3670,RSW,3793
LEX,4017,DFW,3670,RTB,1774
LEX,4017,DFW,3670,SAF,3784
LEX,4017,DFW,3670,SAL,1892
LEX,4017,DFW,3670,SAN,3731
LEX,4017,DFW,3670,SAT,3621
LEX,4017,DFW,3670,SAV,3613
LEX,4017,DFW,3670,SCL,2650
LEX,4017,DFW,3670,SDF,4014
LEX,4017,DFW,3670,SEA,3577
LEX,4017,DFW,3670,SFO,3469
LEX,4017,DFW,3670,SGF,4348
LEX,4017,DFW,3670,SHV,3609
LEX,4017,DFW,3670,SJC,3748
LEX,4017,DFW,3670,SJD,1840
LEX,4017,DFW,3670,SJO,1885
LEX,4017,DFW,3670,SJT,3708
LEX,4017,DFW,3670,SJU,2890
LEX,4017,DFW,3670,SLC,3536
LEX,4017,DFW,3670,SLP,1842
LEX,4017,DFW,3670,SMF,3817
LEX,4017,DFW,3670,SNA,3867
LEX,4017,DFW,3670,SPI,4336
LEX,4017,DFW,3670,SPS,3680
LEX,4017,DFW,3670,STL,3678
LEX,4017,DFW,3670,TLH,3698
LEX,4017,DFW,3670,TPA,3646
LEX,4017,DFW,3670,TRC,1845
LEX,4017,DFW,3670,TUL,3855
LEX,4017,DFW,3670,TUS,3636
LEX,4017,DFW,3670,TXK,3770
LEX,4017,DFW,3670,TYR,3848
LEX,4017,DFW,3670,TYS,3676
LEX,4017,DFW,3670,VPS,3873
LEX,4017,DFW,3670,XNA,4356
LEX,4017,DFW,3670,YEG,49
LEX,4017,DFW,3670,YUL,146
LEX,4017,DFW,3670,YVR,156
LEX,4017,DFW,3670,YYC,178
LEX,4017,DFW,3670,YYZ,193
LEX,4017,DFW,3670,ZCL,1855
LEX,4017,DTW,3645,CLT,3876
LEX,4017,DTW,3645,DCA,3520
LEX,4017,DTW,3645,DFW,3670
LEX,4017,DTW,3645,LGA,3697
LEX,4017,DTW,3645,MIA,3576
LEX,4017,DTW,3645,ORD,3830
LEX,4017,DTW,3645,PHL,3752
LEX,4017,DTW,3645,PHX,3462
LEX,4017,DTW,3645,YUL,146
LEX,4017,FLL,3533,CLT,3876
LEX,4017,FLL,3533,DCA,3520
LEX,4017,FLL,3533,DFW,3670
LEX,4017,FLL,3533,ORD,3830
LEX,4017,FLL,3533,PAP,1897
LEX,4017,FLL,3533,PHL,3752
LEX,4017,FLL,3533,PHX,3462
LEX,4017,IAH,3550,CLT,3876
LEX,4017,IAH,3550,DFW,3670
LEX,4017,IAH,3550,DOH,11051
LEX,4017,IAH,3550,LAX,3484
LEX,4017,IAH,3550,LHR,507
LEX,4017,IAH,3550,MIA,3576
LEX,4017,IAH,3550,ORD,3830
LEX,4017,IAH,3550,PHL,3752
LEX,4017,IAH,3550,PHX,3462
LEX,4017,LGA,3697,BNA,3690
LEX,4017,LGA,3697,BOS,3448
LEX,4017,LGA,3697,CHO,4015
LEX,4017,LGA,3697,CLT,3876
LEX,4017,LGA,3697,CMH,3759
LEX,4017,LGA,3697,DAY,3627
LEX,4017,LGA,3697,DCA,3520
LEX,4017,LGA,3697,DFW,3670
LEX,4017,LGA,3697,DTW,3645
LEX,4017,LGA,3697,GSO,4008
LEX,4017,LGA,3697,ILM,3845
LEX,4017,LGA,3697,LIT,3660
LEX,4017,LGA,3697,MIA,3576
LEX,4017,LGA,3697,ORD,3830
LEX,4017,LGA,3697,ORF,3611
LEX,4017,LGA,3697,PBI,3722
LEX,4017,LGA,3697,PHL,3752
LEX,4017,LGA,3697,PIT,3570
LEX,4017,LGA,3697,RDU,3626
LEX,4017,LGA,3697,RIC,3608
LEX,4017,LGA,3697,ROA,4016
LEX,4017,LGA,3697,SDF,4014
LEX,4017,LGA,3697,STL,3678
LEX,4017,LGA,3697,TYS,3676
LEX,4017,LGA,3697,XNA,4356
LEX,4017,LGA,3697,YUL,146
LEX,4017,LGA,3697,YYZ,193
LEX,4017,MSP,3858,CLT,3876
LEX,4017,MSP,3858,DCA,3520
LEX,4017,MSP,3858,DFW,3670
LEX,4017,MSP,3858,MIA,3576
LEX,4017,MSP,3858,ORD,3830
LEX,4017,MSP,3858,PHL,3752
LEX,4017,MSP,3858,PHX,3462
LEX,4017,ORD,3830,ABQ,4019
LEX,4017,ORD,3830,ALO,5718
LEX,4017,ORD,3830,AMM,2170
LEX,4017,ORD,3830,ART,3838
LEX,4017,ORD,3830,ATL,3682
LEX,4017,ORD,3830,AUH,2179
LEX,4017,ORD,3830,AUS,3673
LEX,4017,ORD,3830,AZO,4039
LEX,4017,ORD,3830,BDL,3825
LEX,4017,ORD,3830,BMI,4037
LEX,4017,ORD,3830,BNA,3690
LEX,4017,ORD,3830,BOS,3448
LEX,4017,ORD,3830,BUF,3820
LEX,4017,ORD,3830,BWI,3849
LEX,4017,ORD,3830,CDG,1382
LEX,4017,ORD,3830,CHA,3578
LEX,4017,ORD,3830,CHO,4015
LEX,4017,ORD,3830,CID,4043
LEX,4017,ORD,3830,CLE,3486
LEX,4017,ORD,3830,CLT,3876
LEX,4017,ORD,3830,CMH,3759
LEX,4017,ORD,3830,CMI,4049
LEX,4017,ORD,3830,COU,3719
LEX,4017,ORD,3830,CUN,1852
LEX,4017,ORD,3830,CVG,3488
LEX,4017,ORD,3830,CWA,4045
LEX,4017,ORD,3830,DAY,3627
LEX,4017,ORD,3830,DBQ,4388
LEX,4017,ORD,3830,DCA,3520
LEX,4017,ORD,3830,DEN,3751
LEX,4017,ORD,3830,DFW,3670
LEX,4017,ORD,3830,DOH,11051
LEX,4017,ORD,3830,DSM,3729
LEX,4017,ORD,3830,DTW,3645
LEX,4017,ORD,3830,DUB,599
LEX,4017,ORD,3830,DUS,345
LEX,4017,ORD,3830,ELP,3559
LEX,4017,ORD,3830,EVV,4018
LEX,4017,ORD,3830,EWR,3494
LEX,4017,ORD,3830,FAR,4292
LEX,4017,ORD,3830,FCO,1555
LEX,4017,ORD,3830,FLL,3533
LEX,4017,ORD,3830,FNT,4089
LEX,4017,ORD,3830,FSD,4009
LEX,4017,ORD,3830,FWA,4041
LEX,4017,ORD,3830,GRB,3653
LEX,4017,ORD,3830,GRR,3685
LEX,4017,ORD,3830,HKG,3077
LEX,4017,ORD,3830,HPN,3589
LEX,4017,ORD,3830,HSV,4113
LEX,4017,ORD,3830,IAH,3550
LEX,4017,ORD,3830,ICT,3457
LEX,4017,ORD,3830,IND,3585
LEX,4017,ORD,3830,JAX,3712
LEX,4017,ORD,3830,JFK,3797
LEX,4017,ORD,3830,LAS,3877
LEX,4017,ORD,3830,LAX,3484
LEX,4017,ORD,3830,LEX,4017
LEX,4017,ORD,3830,LGA,3697
LEX,4017,ORD,3830,LHR,507
LEX,4017,ORD,3830,LIT,3660
LEX,4017,ORD,3830,LSE,4044
LEX,4017,ORD,3830,MAD,1229
LEX,4017,ORD,3830,MAN,478
LEX,4017,ORD,3830,MBJ,1780
LEX,4017,ORD,3830,MCI,3458
LEX,4017,ORD,3830,MCO,3878
LEX,4017,ORD,3830,MDT,3542
LEX,4017,ORD,3830,MEM,3473
LEX,4017,ORD,3830,MEX,1824
LEX,4017,ORD,3830,MHK,4050
LEX,4017,ORD,3830,MIA,3576
LEX,4017,ORD,3830,MKE,3717
LEX,4017,ORD,3830,MLI,4072
LEX,4017,ORD,3830,MQT,3675
LEX,4017,ORD,3830,MSN,3459
LEX,4017,ORD,3830,MSP,3858
LEX,4017,ORD,3830,MSY,3861
LEX,4017,ORD,3830,NRT,2279
LEX,4017,ORD,3830,OKC,3863
LEX,4017,ORD,3830,OMA,3454
LEX,4017,ORD,3830,PBI,3722
LEX,4017,ORD,3830,PDX,3720
LEX,4017,ORD,3830,PEK,3364
LEX,4017,ORD,3830,PHL,3752
LEX,4017,ORD,3830,PHX,3462
LEX,4017,ORD,3830,PIA,4046
LEX,4017,ORD,3830,PIT,3570
LEX,4017,ORD,3830,PSP,3839
LEX,4017,ORD,3830,PVG,3406
LEX,4017,ORD,3830,PVR,1836
